date,volatility,trend_strength,mean_reversion_score,cumulative_return,regime
2022-06-30,0.29659566873629656,0.01915455794057431,-0.1452949001538324,-0.17239102146516871,HIGH_VOLATILITY
2022-07-31,0.1919011519816066,0.0005209394942879729,0.09355678277355937,-0.032819188140142175,HIGH_VOLATILITY
2022-08-31,0.2012667182286122,0.0034979982788960148,0.0064110506461422054,-0.03148198451006412,HIGH_VOLATILITY
2022-09-30,0.23614681969199625,0.0038199717456183116,0.1123558365799336,-0.03437974571056479,HIGH_VOLATILITY
2022-10-31,0.2844642346105277,0.010123299294910732,0.03339193839212577,-0.04905906581379815,HIGH_VOLATILITY
2022-11-30,0.2604021007671934,0.0005947795526930461,0.0857255764932363,-0.003406464710878354,HIGH_VOLATILITY
2022-12-31,0.1800176713851783,0.013201617654024772,-0.016427247666003144,0.07560926474577823,HIGH_VOLATILITY
2023-01-31,0.16633909253618662,0.00468894336279354,0.12482974552183351,0.059080686371198565,MEAN_REVERTING
2023-02-28,0.16325288167403992,0.0007906790066453861,0.08170745012724126,-0.007116111059808472,MEAN_REVERTING
2023-03-31,0.18399884315004872,0.00602216545179382,0.10712381147793323,0.07587928469260219,HIGH_VOLATILITY
2023-04-30,0.12406189199159948,0.0023158077392012202,-0.10175383965214495,0.029179177513935395,MEAN_REVERTING
2023-05-31,0.12935192181235625,0.007156789597205439,-0.07684229302015917,0.06441110637484893,MEAN_REVERTING
2023-06-30,0.10398667412346436,0.013663649360493605,0.02967081841900246,0.09564554552345528,MEAN_REVERTING
2023-07-31,0.08566647248146125,0.019562892818529756,-0.18984654657196856,0.11204202250612494,TRENDING
2023-08-31,0.12877840217541253,0.014556335995820232,0.02218304204540768,0.08336810615787948,MEAN_REVERTING
2023-09-30,0.10643412294876692,0.0005117734654149863,0.10501880734169679,-0.03224172832114425,MEAN_REVERTING
2023-10-31,0.14081530982923815,0.012337914031277205,-0.1544379993415589,-0.0863653982189404,MEAN_REVERTING
2023-11-30,0.11232667626749358,0.0005494029734953938,0.04059969013149878,0.011537462443403257,MEAN_REVERTING
2023-12-31,0.09257936135560157,0.02771339554816275,0.21096800327236961,0.11639626130228353,TRENDING
2024-01-31,0.09410819379298214,0.07307302573473817,-0.17149400481491206,0.2001565487516741,TRENDING
2024-02-29,0.13526192997504,0.02820208404627759,0.12590997116686223,0.11844875299436586,TRENDING
2024-03-31,0.09511661041358015,0.008025482897668764,0.038979832786366735,0.10112108451062651,MEAN_REVERTING
2024-04-30,0.12508582597337797,0.0006583129112816198,0.07673557113156976,0.04147371341074191,MEAN_REVERTING
2024-05-31,0.09409259269901855,0.0015139881943717643,-0.2689440299116362,0.031793752081807014,MEAN_REVERTING
2024-06-30,0.07243362757107569,0.009036199192571787,0.2052953859444752,0.04379081147169406,MEAN_REVERTING
2024-07-31,0.1356270783528082,0.022016111125446134,-0.0493543461226907,0.06604833337633842,TRENDING
2024-08-31,0.18779490710973615,0.021804514804041542,-0.0332945139938566,0.07229918066603247,HIGH_VOLATILITY
2024-09-30,0.1357792041311952,0.01268873446576753,0.13832131950141674,0.05329268475622362,MEAN_REVERTING
2024-10-31,0.08683216424684001,0.014736456534824931,0.3978500157637087,0.07141513551492085,TRENDING
2024-11-30,0.13970721164558975,0.0171991667186027,-0.28786168806439877,0.07223650021813133,TRENDING
2024-12-31,0.14500516805542435,0.005002866471943064,-0.19656589946414132,0.028652780702946634,MEAN_REVERTING
2025-01-31,0.14214520232885486,0.009324424922200049,0.04316326137802764,0.04518759769989256,MEAN_REVERTING
2025-02-28,0.11356065734468411,0.0011316134458347902,0.0120928261758843,-0.014258329417518367,MEAN_REVERTING
2025-03-31,0.21430688790312605,0.0011606710615961239,0.25770486283296923,-0.07312227688055606,HIGH_VOLATILITY
2025-04-30,0.5274350198930707,0.0038229873084178537,0.17590448803591335,-0.08028273347677484,HIGH_VOLATILITY
2025-05-31,0.16965081550114616,0.0007253585871205912,0.060949491834936996,-0.005077510109844141,HIGH_VOLATILITY
2025-06-30,0.09748889127018524,0.020845228714754093,0.3124241936671263,0.08754996060196718,TRENDING
2025-07-31,0.06492243343798615,0.03522791396883121,0.1831981661850349,0.14795723866909105,TRENDING
2025-08-31,0.11973930603931564,0.010852450263719879,0.5848137237979291,0.09767205237347887,MEAN_REVERTING
2025-09-30,0.07599179999114343,0.006123391592610004,-0.10529073120878857,0.07715473406688611,MEAN_REVERTING
2025-10-31,0.14319135437260588,0.013785439160206924,0.19695514328064243,0.09649807412144851,MEAN_REVERTING
2025-11-30,0.15116157648194206,0.014851062986542186,-0.07623662593627382,0.06237446454347717,TRENDING
2025-12-31,0.08459795633895535,0.005991537529798732,-0.2136113719041578,0.034315169488847275,MEAN_REVERTING
2026-01-31,0.1039509139865303,0.00107082432736188,0.14123874800154232,0.009637418946256915,MEAN_REVERTING
2026-02-28,0.12736078810278953,0.0009168721929969499,0.19617895941519012,0.019254316052935927,MEAN_REVERTING
2026-03-31,0.14516469038811927,0.011716080795499625,0.17516722169247226,-0.08201256556849734,MEAN_REVERTING
2026-04-30,0.14347377556315555,0.0004132111528143003,0.03133485568201195,0.02603230262730083,MEAN_REVERTING
